"id","name","name_ru","name_en","parent_name","fullname","parent"
"770","Galloper","Galloper","null","Hyundai","","52"
"1109","Galue","Galue","null","Mitsuoka","","83"
"42","Geely","Geely","null","","","null"
"822","Gemini","Gemini","null","Isuzu","","56"
"771","Genesis","Genesis","null","Hyundai","","52"
"438","Gentra","Gentra","null","Daewoo","","26"
"1480","Geo","Geo","null","Suzuki","","113"
"43","Geo","Geo","null","","","null"
"333","Geo Storm","Geo Storm","null","Chevrolet","","21"
"334","Geo Tracker","Geo Tracker","null","Chevrolet","","21"
"772","Getz","Getz","null","Hyundai","","52"
"958","Ghibli","Ghibli","null","Maserati","","75"
"959","Ghibli II","Ghibli II","null","Maserati","","75"
"44","Ginetta","Ginetta","null","","","null"
"180","Giulietta","Giulietta","null","Alfa Romeo","","5"
"1023","GL-класс","GL-класс","null","Mercedes-Benz","","79"
"270","GL8","GL8","null","Buick","","16"
"1024","GLK-класс","GLK-класс","null","Mercedes-Benz","","79"
"1145","Gloria","Gloria","null","Nissan","","85"
"41","GMC","GMC","null","","","null"
"2160","GMT926","GMT926","null","Cadillac","","17"
"1663","Gol","Gol","null","Volkswagen","","124"
"1664","Golf","Golf","null","Volkswagen","","124"
"1665","Golf Plus","Golf Plus","null","Volkswagen","","124"
"45","Gonow","Gonow","null","","","null"
"474","Gran Move","Gran Move","null","Daihatsu","","27"
"960","Gran Sport","Gran Sport","null","Maserati","","75"
"961","Gran Turismo","Gran Turismo","null","Maserati","","75"
"644","Granada","Granada","null","Ford","","40"
"1289","Grand AM","Grand AM","null","Pontiac","","93"
"412","Grand C4 Picasso","Grand C4 Picasso","null","Citroen","","23"
"516","Grand Caravan","Grand Caravan","null","Dodge","","31"
"845","Grand Cherokee","Grand Cherokee","null","Jeep","","59"
"1335","Grand Espace","Grand Espace","null","Renault","","96"
"1574","Grand hiace","Grand hiace","null","Toyota","","121"
"1041","Grand Marquis","Grand Marquis","null","Mercury","","80"
"1290","Grand Prix","Grand Prix","null","Pontiac","","93"
"1336","Grand Scenic","Grand Scenic","null","Renault","","96"
"1732","Grand Tiger","Grand Tiger","null","ZX","","131"
"1481","Grand Vitara","Grand Vitara","null","Suzuki","","113"
"2158","Grand Vitara XL","Grand Vitara XL","null","Suzuki","","113"
"379","Grand Voyager","Grand Voyager","null","Chrysler","","22"
"860","GrandBird","GrandBird","null","Kia","","61"
"591","Grande Punto","Grande Punto","null","Fiat","","39"
"773","Grandeur","Grandeur","null","Hyundai","","52"
"1073","Grandis","Grandis","null","Mitsubishi","","82"
"2297","Granta","Granta","","ВАЗ","","132"
"1575","Granvia","Granvia","null","Toyota","","121"
"46","Great Wall","Great Wall","null","","","null"
"1502","Griffith","Griffith","null","TVR","","114"
"907","GS","GS","null","Lexus","","66"
"178","GT","GT","null","Alfa Romeo","","5"
"1224","GT","GT","null","Opel","","87"
"567","GTB","GTB","null","Ferrari","","38"
"1071","GTO","GTO","null","Mitsubishi","","82"
"1288","GTO","GTO","null","Pontiac","","93"
"179","GTV","GTV","null","Alfa Romeo","","5"
"497","Guara","Guara","null","De Tomaso","","29"
"908","GX","GX","null","Lexus","","66"
"437","GX2","GX2","null","Daewoo","","26"
"687","GX6","GX6","null","Gonow","","45"
"951","Gypsy","Gypsy","null","Maruti","","74"
"757","H1","H1","null","Hummer","","51"
"774","H1 (Starex)","H1 (Starex)","null","Hyundai","","52"
"775","H100","H100","null","Hyundai","","52"
"758","H2","H2","null","Hummer","","51"
"776","H200","H200","null","Hyundai","","52"
"759","H3","H3","null","Hummer","","51"
"47","Hafei","Hafei","null","","","null"
"849","Haise","Haise","null","Jindei","","60"
"1884","Harley-Davidson","Harley-Davidson","null","","","null"
"1576","Harrier","Harrier","null","Toyota","","121"
"335","HHR","HHR","null","Chevrolet","","21"
"475","Hi Jet","Hi Jet","null","Daihatsu","","27"
"197","Hi-Topic","Hi-Topic","null","Asia","","8"
"1577","Hiace","Hiace","null","Toyota","","121"
"1578","Highlander","Highlander","null","Toyota","","121"
"1579","Hilux","Hilux","null","Toyota","","121"
"1580","Hilux Surf","Hilux Surf","null","Toyota","","121"
"48","Holden","Holden","null","","","null"
"49","Honda","Honda","null","","","null"
"809","Honker","Honker","null","Intrall","","54"
"1507","Horizon","Horizon","null","Talbot","","115"
"689","Hover","Hover","null","Great Wall","","46"
"539","HQ3","HQ3","null","FAW","","35"
"720","HR-V","HR-V","null","Honda","","49"
"50","Huanghai","Huanghai","null","","","null"
"51","Hummer","Hummer","null","","","null"
"1869","Hunter / 315195","Hunter / 315195","null","УАЗ","","143"
"52","Hyundai","Hyundai","null","","","null"
"804","I","I","null","Infiniti","","53"
"1108","i","i","null","Mitsubishi","","82"
"798","i10","i10","null","Hyundai","","52"
"2250","i20","i20","null","Hyundai","","52"
"799","i30","i30","null","Hyundai","","52"
"2284","i40","i40","","Hyundai","","52"
"1385","Ibiza","Ibiza","null","SEAT","","100"
"592","Idea","Idea","null","Fiat","","39"
"1482","Ignis","Ignis","null","Suzuki","","113"
"645","Ikon","Ikon","null","Ford","","40"
"1666","Iltis","Iltis","null","Volkswagen","","124"
"336","Impala","Impala","null","Chevrolet","","21"
"1454","Impreza","Impreza","null","Subaru","","112"
"1455","Impreza WRX STI","Impreza WRX STI","null","Subaru","","112"
"1386","Inca","Inca","null","SEAT","","100"
"1509","Indica","Indica","null","Tata","","116"
"53","Infiniti","Infiniti","null","","","null"
"721","Insight","Insight","null","Honda","","49"
"1225","Insignia","Insignia","null","Opel","","87"
"722","Inspire","Inspire","null","Honda","","49"
"723","Integra","Integra","null","Honda","","49"
"152","Integra","Integra","null","Acura","","3"
"2239","Integra","Integra","null","Toyota","","121"
"54","Intrall","Intrall","null","","","null"
"380","Intrepid","Intrepid","null","Chrysler","","22"
"517","Intrepid","Intrepid","null","Dodge","","31"
"1209","Intrigue","Intrigue","null","Oldsmobile","","86"
"1404","ION","ION","null","Saturn","","104"
"1405","Ion Red Line","Ion Red Line","null","Saturn","","104"
"337","Ipanema","Ipanema","null","Chevrolet","","21"
"1581","Ipsum","Ipsum","null","Toyota","","121"
"55","Iran Khodro","Iran Khodro","null","","","null"
"909","IS","IS","null","Lexus","","66"
"1582","Isis","Isis","null","Toyota","","121"
"1583","Ist","Ist","null","Toyota","","121"
"1441","Istana","Istana","null","SsangYong","","111"
"439","Istana","Istana","null","Daewoo","","26"
"56","Isuzu","Isuzu","null","","","null"
"1899","ix35","ix35","null","Hyundai","","52"
"2205","ix55","ix55","null","Hyundai","","52"
"805","J30","J30","null","Infiniti","","53"
"58","Jaguar","Jaguar","null","","","null"
"724","Jazz","Jazz","null","Honda","","49"
"59","Jeep","Jeep","null","","","null"
"1667","Jetta","Jetta","null","Volkswagen","","124"
"670","Jimmy","Jimmy","null","GMC","","41"
"1483","Jimny","Jimny","null","Suzuki","","113"
"60","Jindei","Jindei","null","","","null"
"540","Jinn","Jinn","null","FAW","","35"
"57","JMC","JMC","null","","","null"
"861","Joice","Joice","null","Kia","","61"
"518","Journey","Journey","null","Dodge","","31"
"2227","Juke","Juke","null","Nissan","","85"
"413","Jumper","Jumper","null","Citroen","","23"
"414","Jumpy","Jumpy","null","Citroen","","23"
"1456","Justy","Justy","null","Subaru","","112"
"2253","JX","JX","null","Infiniti","","53"
"862","K","K","null","Kia","","61"
"338","K3500","K3500","null","Chevrolet","","21"
"646","Ka","Ka","null","Ford","","40"
"1226","Kadett","Kadett","null","Opel","","87"
"1668","Kaefer","Kaefer","null","Volkswagen","","124"
"1764","Kalina","Kalina","null","ВАЗ","","132"
"440","Kalos","Kalos","null","Daewoo","","26"
"1337","Kangoo","Kangoo","null","Renault","","96"
"2124","Kangoo 4LT","Kangoo 4LT","null","Renault","","96"
"889","Kappa","Kappa","null","Lancia","","63"
"2303","Kaptur","Kaptur","","Renault","","96"
"1517","Kartal","Kartal","null","Tofas","","120"
"1484","Kei","Kei","null","Suzuki","","113"
"61","Kia","Kia","null","","","null"
"303","Kimo","Kimo","null","Chery","","20"
"1584","Kluger","Kluger","null","Toyota","","121"
"2306","Kodiaq","Kodiaq","","Skoda","","108"
"1338","Koleos","Koleos","null","Renault","","96"
"531","Kondor","Kondor","null","Doninvest","","32"
"441","Korando","Korando","null","Daewoo","","26"
"1442","Korando","Korando","null","SsangYong","","111"
"1443","Korando Family","Korando Family","null","SsangYong","","111"
"647","Kuga","Kuga","null","Ford","","40"
"1444","Kyron","Kyron","null","SsangYong","","111"
"1074","L200","L200","null","Mitsubishi","","82"
"1075","L300","L300","null","Mitsubishi","","82"
"1076","L400","L400","null","Mitsubishi","","82"
"271","La Crosse","La Crosse","null","Buick","","16"
"442","Labo","Labo","null","Daewoo","","26"
"339","Lacetti","Lacetti","null","Chevrolet","","21"
"443","Lacetti","Lacetti","null","Daewoo","","26"
"2240","Lada","Lada","null","","","null"
"2312","Lafesta","Lafesta","","Nissan","","85"
"725","Lagreat","Lagreat","null","Honda","","49"
"1339","Laguna","Laguna","null","Renault","","96"
"62","Lamborghini","Lamborghini","null","","","null"
"1077","Lancer","Lancer","null","Mitsubishi","","82"
"1078","Lancer Cedia","Lancer Cedia","null","Mitsubishi","","82"
"1079","Lancer Evolution","Lancer Evolution","null","Mitsubishi","","82"
"63","Lancia","Lancia","null","","","null"
"503","Land Crown","Land Crown","null","Derways","","30"
"1585","Land Cruiser","Land Cruiser","null","Toyota","","121"
"1931","Land Cruiser 100","Land Cruiser 100","null","Toyota","","121"
"1930","Land Cruiser 120","Land Cruiser 120","null","Toyota","","121"
"2294","Land Cruiser 150","Land Cruiser 150","","Toyota","","121"
"2067","Land Cruiser 200","Land Cruiser 200","null","Toyota","","121"
"2258","Land Cruiser 70","Land Cruiser 70","null","Toyota","","121"
"1968","Land Cruiser 76","Land Cruiser 76","null","Toyota","","121"
"2231","Land Cruiser 80","Land Cruiser 80","null","Toyota","","121"
"2232","Land Cruiser Cygnus","Land Cruiser Cygnus","null","Toyota","","121"
"1586","Land Cruiser Prado","Land Cruiser Prado","null","Toyota","","121"
"64","Land Rover","Land Rover","null","","","null"
"1733","landmark","landmark","null","ZX","","131"
"754","Landscape","Landscape","null","Huanghai","","50"
"65","Landwind","Landwind","null","","","null"
"340","Lanos","Lanos","null","Chevrolet","","21"
"444","Lanos","Lanos","null","Daewoo","","26"
"991","Lantis","Lantis","null","Mazda","","77"
"777","Lantra","Lantra","null","Hyundai","","52"
"1485","Lapin","Lapin","null","Suzuki","","113"
"1146","Largo","Largo","null","Nissan","","85"
"1276","Laser","Laser","null","Plymouth","","92"
"648","Laser","Laser","null","Ford","","40"
"1147","Laurel","Laurel","null","Nissan","","85"
"778","Lavita","Lavita","null","Hyundai","","52"
"382","Le Baron","Le Baron","null","Chrysler","","22"
"272","Le Sabre","Le Sabre","null","Buick","","16"
"1110","Le-Seyde","Le-Seyde","null","Mitsuoka","","83"
"1457","Legacy","Legacy","null","Subaru","","112"
"445","Leganza","Leganza","null","Daewoo","","26"
"153","Legend","Legend","null","Acura","","3"
"726","Legend","Legend","null","Honda","","49"
"1080","Legnum","Legnum","null","Mitsubishi","","82"
"1291","Lemans","Lemans","null","Pontiac","","93"
"446","Lemans","Lemans","null","Daewoo","","26"
"1387","Leon","Leon","null","SEAT","","100"
"1458","Leone","Leone","null","Subaru","","112"
"1148","Leopard","Leopard","null","Nissan","","85"
"992","Levante","Levante","null","Mazda","","77"
"66","Lexus","Lexus","null","","","null"
"381","LHS","LHS","null","Chrysler","","22"
"1486","Liana","Liana","null","Suzuki","","113"
"2262","Lianca","Lianca","null","Fiat","","39"
"1081","Libero","Libero","null","Mitsubishi","","82"
"1459","Libero","Libero","null","Subaru","","112"
"1149","Liberty","Liberty","null","Nissan","","85"
"846","Liberty","Liberty","null","Jeep","","59"
"1731","Liebao","Liebao","null","Yzk","","130"
"67","Lifan","Lifan","null","","","null"
"727","Life","Life","null","Honda","","49"
"495","Limousine","Limousine","null","Daimler","","28"
"68","Lincoln","Lincoln","null","","","null"
"593","Linea","Linea","null","Fiat","","39"
"1587","Lite Ace","Lite Ace","null","Toyota","","121"
"1150","Livina Geniss","Livina Geniss","null","Nissan","","85"
"884","LM-002","LM-002","null","Lamborghini","","62"
"1340","Logan","Logan","null","Renault","","96"
"429","Logan","Logan","null","Dacia","","25"
"728","Logo","Logo","null","Honda","","49"
"69","Lotus","Lotus","null","","","null"
"910","LS","LS","null","Lexus","","66"
"918","LS","LS","null","Lincoln","","68"
"1406","LS","LS","null","Saturn","","104"
"1669","LT","LT","null","Volkswagen","","124"
"810","Lublin","Lublin","null","Intrall","","54"
"273","Lucerne","Lucerne","null","Buick","","16"
"993","Luci","Luci","null","Mazda","","77"
"1151","Lucino","Lucino","null","Nissan","","85"
"341","Lumina","Lumina","null","Chevrolet","","21"
"1670","Lupo","Lupo","null","Volkswagen","","124"
"2267","LVD","LVD","null","","","null"
"1407","LW","LW","null","Saturn","","104"
"911","LX","LX","null","Lexus","","66"
"890","Lybra","Lybra","null","Lancia","","63"
"1911","LYNX","LYNX","null","","","null"
"806","M","M","null","Infiniti","","53"
"962","M 128","M 128","null","Maserati","","75"
"1804","M-1","M-1","null","ГАЗ","","134"
"1805","M-20","M-20","null","ГАЗ","","134"
"1025","M-класс","M-класс","null","Mercedes-Benz","","79"
"261","M1 (Zhonghua)","M1 (Zhonghua)","null","Brilliance","","14"
"2211","M170","M170","null","Willys","","2210"
"262","M2 (JunJie)","M2 (JunJie)","null","Brilliance","","14"
"237","M3","M3","null","BMW","","11"
"2159","M37","M37","null","Infiniti","","53"
"2266","M37X","M37X","null","Infiniti","","53"
"238","M5","M5","null","BMW","","11"
"239","M6","M6","null","BMW","","11"
"2115","Madena","Madena","null","Ferrari","","38"
"1375","Maestro","Maestro","null","Rover","","99"
"863","Magentis","Magentis","null","Kia","","61"
"1082","Magna","Magna","null","Mitsubishi","","82"
"1341","Magnum","Magnum","null","Renault","","96"
"519","Magnum","Magnum","null","Dodge","","31"
"447","Magnus","Magnus","null","Daewoo","","26"
"72","Mahindra","Mahindra","null","","","null"
"755","Major","Major","null","Huanghai","","50"
"342","Malibu","Malibu","null","Chevrolet","","21"
"148","Mamba","Mamba","null","AC","","2"
"1227","Manta","Manta","null","Opel","","87"
"946","Mantaray","Mantaray","null","Marcos","","73"
"947","Mantis","Mantis","null","Marcos","","73"
"1388","Marbella","Marbella","null","SEAT","","100"
"1152","March","March","null","Nissan","","85"
"779","Marcia","Marcia","null","Hyundai","","52"
"73","Marcos","Marcos","null","","","null"
"594","Marea","Marea","null","Fiat","","39"
"1042","Mariner","Mariner","null","Mercury","","80"
"841","mark","mark","null","Jaguar","","58"
"921","Mark","Mark","null","Lincoln","","68"
"1590","Mark II","Mark II","null","Toyota","","121"
"922","Mark LT","Mark LT","null","Lincoln","","68"
"1591","Mark X","Mark X","null","Toyota","","121"
"945","Marshal","Marshal","null","Mahindra","","72"
"74","Maruti","Maruti","null","","","null"
"1342","Mascott","Mascott","null","Renault","","96"
"75","Maserati","Maserati","null","","","null"
"1343","Master","Master","null","Renault","","96"
"476","Materia","Materia","null","Daihatsu","","27"
"448","Matiz","Matiz","null","Daewoo","","26"
"780","Matrix","Matrix","null","Hyundai","","52"
"1592","Matrix","Matrix","null","Toyota","","121"
"649","Maverick","Maverick","null","Ford","","40"
"477","Max","Max","null","Daihatsu","","27"
"1153","Maxima","Maxima","null","Nissan","","85"
"1154","Maxima QX","Maxima QX","null","Nissan","","85"
"1895","Maxus","Maxus","null","LVD","","2267"
"76","Maybach","Maybach","null","","","null"
"77","Mazda","Mazda","null","","","null"
"144","MC 1","MC 1","null","Microcar","","1"
"78","McLaren","McLaren","null","","","null"
"154","MDX","MDX","null","Acura","","3"
"1344","Megane","Megane","null","Renault","","96"
"2122","Megane II CFE16 115 Р3","Megane II CFE16 115 Р3","null","Renault","","96"
"2123","Megane IIEX2CEA 110 3C","Megane IIEX2CEA 110 3C","null","Renault","","96"
"79","Mercedes-Benz","Mercedes-Benz","null","","","null"
"80","Mercury","Mercury","null","","","null"
"1228","Meriva","Meriva","null","Opel","","87"
"343","Meriva","Meriva","null","Chevrolet","","21"
"344","Metro","Metro","null","Chevrolet","","21"
"1376","Metro","Metro","null","Rover","","99"
"81","Metrocab","Metrocab","null","","","null"
"70","MG","MG","null","","","null"
"1374","MGF","MGF","null","Rover","","99"
"932","MGF","MGF","null","MG","","70"
"1155","Micra","Micra","null","Nissan","","85"
"1","Microcar","Microcar","null","","","null"
"933","Midget","Midget","null","MG","","70"
"824","Midi","Midi","null","Isuzu","","56"
"1345","Midlum","Midlum","null","Renault","","96"
"1043","Milan","Milan","null","Mercury","","80"
"999","Millenia","Millenia","null","Mazda","","77"
"1377","Mini","Mini","null","Rover","","99"
"71","MINI","MINI","null","","","null"
"1083","Minica","Minica","null","Mitsubishi","","82"
"478","Mira","Mira","null","Daihatsu","","27"
"1084","Mirage","Mirage","null","Mitsubishi","","82"
"1156","Mistral","Mistral","null","Nissan","","85"
"181","MiTo","MiTo","null","Alfa Romeo","","5"
"82","Mitsubishi","Mitsubishi","null","","","null"
"83","Mitsuoka","Mitsuoka","null","","","null"
"678","MK","MK","null","Geely","","42"
"919","MKX","MKX","null","Lincoln","","68"
"920","MKZ","MKZ","null","Lincoln","","68"
"2293","ML-класс","ML-класс","","Mercedes-Benz","","79"
"479","Mobe","Mobe","null","Daihatsu","","27"
"729","Mobilio","Mobilio","null","Honda","","49"
"1157","Moco","Moco","null","Nissan","","85"
"1346","Modus","Modus","null","Renault","","96"
"2316","Mojave","Mojave","null","Kia","","61"
"2251","Mokka","Mokka","null","Opel","","87"
"520","Monaco","Monaco","null","Dodge","","31"
"650","Mondeo","Mondeo","null","Ford","","40"
"568","Mondial 3.2","Mondial 3.2","null","Ferrari","","38"
"569","Mondial 8","Mondial 8","null","Ferrari","","38"
"570","Mondial T","Mondial T","null","Ferrari","","38"
"345","Montana","Montana","null","Chevrolet","","21"
"1292","Montana","Montana","null","Pontiac","","93"
"346","Monte Carlo","Monte Carlo","null","Chevrolet","","21"
"1229","Monterey","Monterey","null","Opel","","87"
"1085","Montero","Montero","null","Mitsubishi","","82"
"1086","Montero Sport","Montero Sport","null","Mitsubishi","","82"
"1230","Monza","Monza","null","Opel","","87"
"347","Monza","Monza","null","Chevrolet","","21"
"84","Morgan","Morgan","null","","","null"
"1044","Mountaineer","Mountaineer","null","Mercury","","80"
"1231","Movano","Movano","null","Opel","","87"
"480","Move","Move","null","Daihatsu","","27"
"994","MPV","MPV","null","Mazda","","77"
"995","MPV 2","MPV 2","null","Mazda","","77"
"1588","MR2","MR2","null","Toyota","","121"
"1589","MRS","MRS","null","Toyota","","121"
"823","MU","MU","null","Isuzu","","56"
"259","Mulsanne","Mulsanne","null","Bentley","","13"
"595","Multipla","Multipla","null","Fiat","","39"
"1671","Multivan","Multivan","null","Volkswagen","","124"
"1158","Murano","Murano","null","Nissan","","85"
"885","Murcielago","Murcielago","null","Lamborghini","","62"
"891","Musa","Musa","null","Lancia","","63"
"1445","Musso","Musso","null","SsangYong","","111"
"449","Musso","Musso","null","Daewoo","","26"
"1446","Musso Sports","Musso Sports","null","SsangYong","","111"
"651","Mustang","Mustang","null","Ford","","40"
"996","MX3","MX3","null","Mazda","","77"
"997","MX5","MX5","null","Mazda","","77"
"998","MX6","MX6","null","Mazda","","77"
"1045","Mystique","Mystique","null","Mercury","","80"
"1593","Nadia","Nadia","null","Toyota","","121"
"481","Naked","Naked","null","Daihatsu","","27"
"1160","Navara","Navara","null","Nissan","","85"
"923","Navigator","Navigator","null","Lincoln","","68"
"383","Neon","Neon","null","Chrysler","","22"
"521","Neon","Neon","null","Dodge","","31"
"1277","Neon","Neon","null","Plymouth","","92"
"1347","Nevada","Nevada","null","Renault","","96"
"1672","NEW Beetle","NEW Beetle","null","Volkswagen","","124"
"1897","NEW HOLLAND","NEW HOLLAND","null","","","null"
"384","New Yorker","New Yorker","null","Chrysler","","22"
"450","Nexia","Nexia","null","Daewoo","","26"
"781","NF Sonata","NF Sonata","null","Hyundai","","52"
"1210","Nineghty eight","Nineghty eight","null","Oldsmobile","","86"
"85","Nissan","Nissan","null","","","null"
"522","Nitro","Nitro","null","Dodge","","31"
"348","Niva","Niva","null","Chevrolet","","21"
"1594","Noah","Noah","null","Toyota","","121"
"1161","Note","Note","null","Nissan","","85"
"349","Nova","Nova","null","Chevrolet","","21"
"430","Nova","Nova","null","Dacia","","25"
"1159","NP300","NP300","null","Nissan","","85"
"155","NSX","NSX","null","Acura","","3"
"730","NSX","NSX","null","Honda","","49"
"451","Nubira","Nubira","null","Daewoo","","26"
"2314","NX","NX","","Lexus","","66"
"1426","Octavia","Octavia","null","Skoda","","108"
"1427","Octavia Scout","Octavia Scout","null","Skoda","","108"
"1428","Octavia Tour","Octavia Tour","null","Skoda","","108"
"731","Odyssey","Odyssey","null","Honda","","49"
"86","Oldsmobile","Oldsmobile","null","","","null"
"1232","Olimpia","Olimpia","null","Opel","","87"
"1211","Omega","Omega","null","Oldsmobile","","86"
"1233","Omega","Omega","null","Opel","","87"
"350","Omega","Omega","null","Chevrolet","","21"
"523","Omni","Omni","null","Dodge","","31"
"952","Omni","Omni","null","Maruti","","74"
"941","One","One","null","MINI","","71"
"1595","Opa","Opa","null","Toyota","","121"
"87","Opel","Opel","null","","","null"
"864","Opirus","Opirus","null","Kia","","61"
"482","Opti","Opti","null","Daihatsu","","27"
"865","Optima","Optima","null","Kia","","61"
"1596","Origin","Origin","null","Toyota","","121"
"532","Orion","Orion","null","Doninvest","","32"
"652","Orion","Orion","null","Ford","","40"
"2307","Orlando","Orlando","","Chevrolet","","21"
"732","Orthia","Orthia","null","Honda","","49"
"679","Otaka","Otaka","null","Geely","","42"
"1162","Otti","Otti","null","Nissan","","85"
"1460","Outback","Outback","null","Subaru","","112"
"1087","Outlander","Outlander","null","Mitsubishi","","82"
"1088","Outlander XL","Outlander XL","null","Mitsubishi","","82"
"1408","Outlook","Outlook","null","Saturn","","104"
"386","Pacifica","Pacifica","null","Chrysler","","22"
"89","Pagani","Pagani","null","","","null"
"1089","Pajero","Pajero","null","Mitsubishi","","82"
"1090","Pajero IO","Pajero IO","null","Mitsubishi","","82"
"1091","Pajero Junior","Pajero Junior","null","Mitsubishi","","82"
"1092","Pajero Mini","Pajero Mini","null","Mitsubishi","","82"
"1093","Pajero Pinin","Pajero Pinin","null","Mitsubishi","","82"
"1094","Pajero Sport","Pajero Sport","null","Mitsubishi","","82"
"596","Palio","Palio","null","Fiat","","39"
"2034","Panamera","Panamera","null","Porsche","","94"
"597","Panda","Panda","null","Fiat","","39"
"90","Panoz","Panoz","null","","","null"
"498","Pantera","Pantera","null","De Tomaso","","29"
"1673","Parati","Parati","null","Volkswagen","","124"
"274","Park Avenue","Park Avenue","null","Buick","","16"
"1359","Park Ward","Park Ward","null","Rolls-Royce","","98"
"811","Pars","Pars","null","Iran Khodro","","55"
"733","Partner","Partner","null","Honda","","49"
"1272","Partner","Partner","null","Peugeot","","91"
"1597","Paseo","Paseo","null","Toyota","","121"
"1674","Passat","Passat","null","Volkswagen","","124"
"1675","Passat CC","Passat CC","null","Volkswagen","","124"
"1598","Passo","Passo","null","Toyota","","121"
"734","Passport","Passport","null","Honda","","49"
"1163","Pathfinder","Pathfinder","null","Nissan","","85"
"1164","Pathfinder Aramada","Pathfinder Aramada","null","Nissan","","85"
"847","Patriot","Patriot","null","Jeep","","59"
"1874","Patriot / 3163","Patriot / 3163","null","УАЗ","","143"
"1165","Patrol","Patrol","null","Nissan","","85"
"690","Pegasus","Pegasus","null","Great Wall","","46"
"691","Peri","Peri","null","Great Wall","","46"
"1315","Persona","Persona","null","Proton","","95"
"91","Peugeot","Peugeot","null","","","null"
"1676","Phaeton","Phaeton","null","Volkswagen","","124"
"1360","Phantom","Phantom","null","Rolls-Royce","","98"
"892","Phedra","Phedra","null","Lancia","","63"
"1293","Phoenix","Phoenix","null","Pontiac","","93"
"866","Picanto","Picanto","null","Kia","","61"
"1000","Pick-Up","Pick-Up","null","Mazda","","77"
"1166","Pickup","Pickup","null","Nissan","","85"
"162","Pickup","Pickup","null","Admiral","","4"
"1725","Pickup X3","Pickup X3","null","Xin Kai","","129"
"1599","Picnic","Picnic","null","Toyota","","121"
"735","Pilot","Pilot","null","Honda","","49"
"1244","Pinzgauer","Pinzgauer","null","Steyr-Daimler-Puch","","88"
"483","Pizar","Pizar","null","Daihatsu","","27"
"1600","Platz","Platz","null","Toyota","","121"
"1461","Pleo","Pleo","null","Subaru","","112"
"1113","Plus 4","Plus 4","null","Morgan","","84"
"1114","Plus 8","Plus 8","null","Morgan","","84"
"504","Plutus","Plutus","null","Derways","","30"
"756","Plutus","Plutus","null","Huanghai","","50"
"92","Plymouth","Plymouth","null","","","null"
"1677","Pointer","Pointer","null","Volkswagen","","124"
"1678","Polo","Polo","null","Volkswagen","","124"
"452","Polonez","Polonez","null","Daewoo","","26"
"542","Polonez","Polonez","null","FSO","","36"
"93","Pontiac","Pontiac","null","","","null"
"782","Pony","Pony","null","Hyundai","","52"
"94","Porsche","Porsche","null","","","null"
"1601","Porte","Porte","null","Toyota","","121"
"783","Porter","Porter","null","Hyundai","","52"
"867","Potentia","Potentia","null","Kia","","61"
"1167","Prairie","Prairie","null","Nissan","","85"
"1429","Praktik","Praktik","null","Skoda","","108"
"1095","Precis","Precis","null","Mitsubishi","","82"
"868","Pregio","Pregio","null","Kia","","61"
"736","Prelude","Prelude","null","Honda","","49"
"1001","Premacy","Premacy","null","Mazda","","77"
"1602","Premio","Premio","null","Toyota","","121"
"1348","Premium","Premium","null","Renault","","96"
"1168","Presage","Presage","null","Nissan","","85"
"1169","Presea","Presea","null","Nissan","","85"
"1170","President","President","null","Nissan","","85"
"1603","Previa","Previa","null","Toyota","","121"
"869","Pride","Pride","null","Kia","","61"
"1171","Primastar","Primastar","null","Nissan","","85"
"1172","Primera","Primera","null","Nissan","","85"
"2142","Primera 2.0","Primera 2.0","null","Nissan","","85"
"453","Prince","Prince","null","Daewoo","","26"
"699","Princip","Princip","null","Hafei","","47"
"2276","Priora","Priora","","Lada","","2240"
"1765","Priora","Priora","null","ВАЗ","","132"
"893","Prisma","Prisma","null","Lancia","","63"
"1604","Prius","Prius","null","Toyota","","121"
"682","Prizm","Prizm","null","Geo","","43"
"351","Prizm","Prizm","null","Chevrolet","","21"
"352","Prizma","Prizma","null","Chevrolet","","21"
"653","Probe","Probe","null","Ford","","40"
"1605","Probox","Probox","null","Toyota","","121"
"1002","Proceed","Proceed","null","Mazda","","77"
"1606","Progres","Progres","null","Toyota","","121"
"1607","Pronard","Pronard","null","Toyota","","121"
"1003","Protege","Protege","null","Mazda","","77"
"95","Proton","Proton","null","","","null"
"1096","Proudia","Proudia","null","Mitsubishi","","82"
"1278","Prowler","Prowler","null","Plymouth","","92"
"387","Prowler","Prowler","null","Chrysler","","22"
"385","PT Cruiser","PT Cruiser","null","Chrysler","","22"
"1026","Pullmann","Pullmann","null","Mercedes-Benz","","79"
"1173","Pulsar","Pulsar","null","Nissan","","85"
"654","Puma","Puma","null","Ford","","40"
"598","Punto","Punto","null","Fiat","","39"
"1316","Putra","Putra","null","Proton","","95"
"2172","Q3","Q3","null","Audi","","10"
"807","Q45","Q45","null","Infiniti","","53"
"218","Q5","Q5","null","Audi","","10"
"219","Q7","Q7","null","Audi","","10"
"1174","Qashqai","Qashqai","null","Nissan","","85"
"304","QQ","QQ","null","Chery","","20"
"305","QQ 6","QQ 6","null","Chery","","20"
"1679","Quantum","Quantum","null","Volkswagen","","124"
"963","Quattroporte","Quattroporte","null","Maserati","","75"
"1175","Quest","Quest","null","Nissan","","85"
"2313","Quoris","Quoris","","Kia","","61"
"808","QX","QX","null","Infiniti","","53"
